tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
"@Safaricom_Care ,@SafaricomPLC  na @AIRTEL_KE  nawakumbusha tu kesho ni birthday  ile gb  ya birthday  msisahau  ^BKb'Shutting down the biggest economy like safaricom is a big problems to the economy, crippling it if not killing it.\n  #AKissForDO'",0,1,0,0,0,1,nawakumbusha kesho birthday ile gb birthday msisahau bkb shutting biggest economy like safaricom big problems economy crippling killing n akissfordo
@Roy_mwalili Always here to assist.%Caro@SafaricomPLC Like all of them? They're 8 pages in total,0,1,0,1,0,0,always assist like pages total
"The market halted its bear run, recovering 0.6% on the price uptick of Safaricom and some banking stocks. Similarly, the NSE 20 and NSE 25 closed in the green, notching 0.8% and 0.5% higher respectively. #SIBResearch  https://t.co/ga5flxyXpKb'@_antonio256 Airtel : the smart fone network'",1,0,0,1,0,0,market halted bear run recovering price uptick safaricom banking stocks similarly nse nse closed green notching higher respectively sibresearch airtel smart fone network
"@AIRTEL_KE @AIRTEL_KE vipi wadau,hii tweet kuliendaje wakuu.....kuna vile mtafanya hayo mambo insha'Allah 🙏@SafaricomPLC Fees/costs?",0,0,1,0,1,0,vipi wadau tweet kuliendaje wakuu vile mtafanya hayo mambo insha allah fees costs
@Tonysouy @Airtel_Ug Thanks 🙏@Safaricom_Care @SafaricomPLC @PoliceKE @DCI_Kenya  Have this guy arrested 0796052971 He hacks Facebook accounts and ask for money in pretence,1,0,0,0,0,1,thanks guy arrested hacks facebook accounts ask money pretence
@MagandaEddie @Airtel_Ug You load Kika for 500/ how do you really engage those of monthly bundles?@LouizaKabiru @CarolmNyaga @Safaricom_Care Nowdays you can get Mpesa Agent lines from dealers at 2k only and others for free. I mean it's that cheap. You can then operate from your bedroom and dispose it after accomplishing your sinister tasks.,1,0,0,0,0,1,load kika really engage monthly bundles nowdays get mpesa agent lines dealers k others free mean cheap operate bedroom dispose accomplishing sinister tasks
@Safaricom_Care my line imepoteza network after receiving some strange phone calls from strange phone numbers. kindly help@AIRTEL_KE Honestly how I can I get that,1,0,0,1,0,0,line imepoteza network receiving strange phone calls strange phone numbers kindly help honestly get
"@LumcLyrikal Hello Lumc, was the affected number 0726***578 we check and advise? ^OG@AIRTEL_KE nangoja 3.5gb I just self updated my sim registration ama hiyo offer ni scam",0,0,1,0,0,1,hello lumc affected number check advise og nangoja gb self updated sim registration ama hiyo offer scam
"@Airtel_Ug I don’t need to follow you for you to respond to such a general issue@Safaricom_Care @jumaf3 @babazubeyyrr tukirestart vile safaricom wanasema, haitanyonya balance yetu 😂",0,1,0,0,0,1,need follow respond general issue tukirestart vile safaricom wanasema haitanyonya balance yetu
@wanza_phylis The system needs the serial number and 6 visible pin digits. ^Caro@safaricom are the biggest enablers to sim card swap fraudsters https://t.co/eFEAQ5y0RV,1,0,0,0,0,1,system needs serial number visible pin digits biggest enablers sim card swap fraudsters
It's time #KOT pushed for @DCI_Kenya to rein on @Safaricom_Care we can't work hard out here and be robbed by a service provider that's meant to entrust our monies and Identitiesb'@omwambaKE I stopped using @AIRTEL_KE because of rude support staff. I called and tried to explain my problem but t\xe2\x80\xa6 https://t.co/vdfjPLrvjw',0,0,1,0,0,1,time kot pushed rein work hard robbed service provider meant entrust monies identitiesb stopped rude support staff called tried explain problem xe x xa
"@AIRTEL_KE We all make errors and when you make an error especially sending money to a wrong number, thats an emerg… https://t.co/iahPImotmk@Adams254_ Hi Adams, our sincere apologies for the late response. The USSD *444#ok is now working and we apologize… https://t.co/dqGe9L7uIo",0,0,1,1,0,0,make errors make error especially sending money wrong number thats emerg adams sincere apologies late response ussd ok working apologize
@Shikukega Hello Wanjiku. Apologies for the experience. Please dial *456*9*5# ok and follow the prompts to stop the messages. ^RO@teryadagala @allan_wekesa You are welcome. ^Caro,1,0,0,1,0,0,hello wanjiku apologies experience please dial ok follow prompts stop messages ro welcome
"@Osama_otero Can @Safaricom_Care, @AIRTEL_KE @TelkomKenya @KeEquityBank... come up with an esim for most Android de… https://t.co/dVHysoJE2Q@Shikukega Hello Wanjiku. Apologies for the experience. Please dial *456*9*5# ok and follow the prompts to stop the messages. ^RO",0,1,0,1,0,0,come esim android de hello wanjiku apologies experience please dial ok follow prompts stop messages ro
@izkctm @Safaricom_Care You are all talking about safaricom mumejaribu @AIRTEL_KE  data zenyu manzee hazikai sekunde kufungua data ndo kuisha 🤔🤔,0,1,0,0,1,0,talking safaricom mumejaribu data zenyu manzee hazikai sekunde kufungua data kuisha
"@rutty_cleo @OliverMathenge @AIRTEL_KE If the ""new advanced tech"" is readily available why still use the old inferior tech?Safaricom – Financial Review Specialist.  https://t.co/MMt5l5WlMw",0,0,1,1,0,0,new advanced tech readily available still use old inferior tech safaricom financial review specialist
"@wanza_phylis Hi, recharge is not possible without 6 visible pin digits on the card. ^Carob'@allancheruh Hello, kindly DM your reachable number for further assistance.^PO'",0,1,0,0,0,1,recharge possible without visible pin digits card carob hello kindly reachable number assistance po
The Nation has a story of a guy names Farah Bashir who lost 2.6 million shillings when his Safaricom line was swapped. The fraudsters then accessed his Absa Bank account using the Absa App &amp; moved Ksh 2.6 million... This is now becoming a crisis and there is reason to be scared.@omwambaKE @AIRTEL_KE the worst in response and listening terms,0,0,1,0,0,1,nation story guy names farah bashir lost million shillings safaricom line swapped fraudsters accessed absa bank account absa app amp moved ksh million becoming crisis reason scared worst response listening terms
@izkctm @Safaricom_Care I thought I was the only one whose bundles disappear even when the bundles are off. I surrendered nd use airtel bundles coz safaricom will cause u ulcers as they always have an explanation,1,0,0,0,0,1,thought one whose bundles disappear even bundles surrendered nd use airtel bundles coz safaricom cause u ulcers always explanation
"@ArapTilingi 90GB per month BAZU Airtel bundle (3GB daily) @ 2,000@TonyMurega The distribution component of power mix in the country should be privatised.Back in the day it was argued the telecom part of Kenya Posts &amp; telecommunications could not be privatised because of strategic national security.Safaricom happened.KenGen &amp;Ketraco can remain gov't.",0,1,0,0,0,1,gb per month bazu airtel bundle gb daily distribution component power mix country privatised back day argued telecom part kenya posts amp telecommunications could privatised strategic national security safaricom happened kengen amp ketraco remain gov
@Airtel_Ug your internet speed is really frustrating me this morning. It being a Monday morning is already bad for… https://t.co/RaVGiQimmFb'@Safaricom_Care @Safaricom_Care @SafaricomPLC  get mr. Paulo Mutai 0792027262 to give me my money back. Its your job to initiate reversals',0,0,1,0,1,0,internet speed really frustrating morning monday morning already bad get mr paulo mutai give money back job initiate reversals
@Airtel_Ug @RuthMugisa No I just restricted apps from using My data unless I open it@NationAfrica @SafaricomPLC should be held liable for the negligence of its MPESA agents and the system loopholes that enable fraudulent sim swaps. All digital transactions have risks and rewards. Safaricom shouldn't only cash in on the reward and leave all the risk to the clients.,0,0,1,1,0,0,restricted apps data unless open held liable negligence mpesa agents system loopholes enable fraudulent sim swaps digital transactions risks rewards safaricom cash reward leave risk clients
@SafaricomPLC wueeh 😤🤦🏽‍♂️ata kahuruma kidogo 🤏io offer No. 6 ikue angalau 3.5gb /4gb valid 72hrs🙏 ama najiongelesha 🙄😂😂  https://t.co/lNaELnygJI@AIRTEL_KE your network sucks🚮,0,0,1,0,0,1,wueeh ata kahuruma kidogo io offer ikue angalau gb gb valid hrs ama najiongelesha network sucks
@Airtel_Ug how can i get yaka tokens? Have totally failed to receive messages.@SafaricomPLC @QaraniMoses What happens  if I don't see the alert on the sim swap IMMEDIATELY it is sent ?,0,0,1,1,0,0,get yaka tokens totally failed receive messages happens see alert sim swap immediately sent
"@AIRTEL_KE Update your app on the bazu bundles issue...especially  checking  balance@fulgencce @Osama_otero @asapkevoh Random messages from Mpesa reading""You have entered the Wrong pin""yet j hadn't u… https://t.co/cnm2BAA1mM",0,1,0,0,0,1,update app bazu bundles issue especially checking balance random messages mpesa reading entered wrong pin yet j u
"@Safaricom_Care @BrayoehNgetich Please send us a text message on the same, ndio tujue ni legit@wanjalafred Hi, we have improved our network coverage and upgraded to 4G across the country to serve you better.
P… https://t.co/62gdti4LpC",1,0,0,1,0,0,please send text message legit improved network coverage upgraded g across country serve better p
".....when I call someone and the phone rings but is not picked,the message I get in English,conflicts the Swahili version,''the person you are calling is not available,'' vs '' mteja wa simu unayempigia hawezi chukua simu yako'' !? @Safaricom_Care @AIRTEL_KE  kindly advise🙏@jrobah @Safaricom_Care @SafaricomPLC would you suggest this?",1,0,0,0,1,0,call someone phone rings picked message get english conflicts swahili version person calling available vs mteja simu unayempigia hawezi chukua simu yako kindly advise would suggest
"@AIRTEL_KE check DM@SafaricomPLC I'm liking this only because I have seen @EliudKipchoge  i didn't even listen to what it says, I love this champ",0,1,0,1,0,0,check liking seen even listen says love champ
"@Safaricom_Care is it true by dialing *100*100# prevents Swim swap@carlos_azizz Hello Carlos, please confirm mode of transaction. Was this an across networks transaction?^Caro",1,0,0,1,0,0,true dialing prevents swim swap hello carlos please confirm mode transaction across networks transaction
"@Safaricom_Care @BrayoehNgetich Customers need protection 🙆🏾‍♀️ @CA_Kenya @ezraCHILOBA needs to hold @SafaricomPLC to account. This is now becoming serious, from peoples mpesa accounts fleeced  to  culprits taking mobile loans after simswap ! @PeterNdegwa_@AIRTEL_KE is there something wrong with your unlimited data bundles... It's getting depleted at a lightning speed. It's no longer attractive",0,0,1,0,0,1,customers need protection needs hold account becoming serious peoples mpesa accounts fleeced culprits taking mobile loans simswap something wrong unlimited data bundles getting depleted lightning speed longer attractive
".@SafaricomPLC  declined 23% in May, ending the month at Sh26 per share. @BD_Africa @moneyacademyKE   https://t.co/Qos9bEGlmj  .@SafaricomPLC share data  https://t.co/zeUiOH6zeM  Price: 26.00 Market Capitalization: $8.9b EPS: 1.74 PE: 14.943b'Good evening @nwscug could you please resolve the @Airtel_Ug money pay channel. It keeps bringing this message. Tha\xe2\x80\xa6 https://t.co/7p4mwjlMCz'",1,0,0,1,0,0,declined may ending month sh per share share data price market capitalization b eps pe b good evening could please resolve money pay channel keeps bringing message tha xe x xa
"Do you know how Circle ⭕ Kabaddi court looks like and how it's played?
@PravinEazhawa @AminaJMohammed @akaj075… https://t.co/DJSYr5586hb'M-pesa App by @SafaricomPLC has undergone some upgrades and will have a slightly different look also with some addi\xe2\x80\xa6 https://t.co/uUXS4zt9Pk'",1,0,0,0,1,0,know circle kabaddi court looks like played app undergone upgrades slightly different look also addi xe x xa
"@AIRTEL_KE Already dmed@LumcLyrikal Hello Lumc, was the affected number 0726***578 we check and advise? ^OG",0,1,0,0,0,1,already dmed hello lumc affected number check advise og
@NBOExpresswayKE there has been an accident near airtel before capital center exit on the expressway inbound. Your… https://t.co/sdeunRtxxfDear @SafaricomPLC @Safaricom_Care my bundles were 75mbs at 17.04 then 45mb. And now 2mb within 5 minutes 👏👏,0,0,1,1,0,0,accident near airtel capital center exit expressway inbound bundles mbs mb mb within minutes
"@Airtel_Ug Do you in anyway have plans of making freaky Monday bundles….
 Kubanga, we can’t always wake up on hustl… https://t.co/N6Its9dlzN@izkctm @Safaricom_Care I realized this from yesterday",0,0,1,0,1,0,anyway plans making freaky monday bundles kubanga always wake hustl realized yesterday
@onyangojoe @MutahiNgunyi Wachana Na gutter press that's not what gachagua said my brother....but since mnataka watu waende hio route ebu turudi nyuma kidogo did Baba at one time order his followers to boycott Safaricom services and goods????tafauti iko wapiNot @AIRTEL_KE becoming the better option 😹 what happened to safaricom?,0,0,1,0,0,1,wachana gutter press gachagua said brother since mnataka watu waende hio route ebu turudi nyuma kidogo baba one time order followers boycott safaricom services goods tafauti iko wapinot becoming better option happened safaricom
